ID,Term,Chinese,Language
9517,tonic sol-fa,首調唱名法,英
9518,tonic triad,主音三和弦（絃）,英
9519,tonica {It.},主音,義
9520,Tonika Do {Ger.},首調唱名法,德
9521,Tonika {Ger.},主音,德
9522,Tonikablock{Ger.},主和弦音塊,德
9523,Tonikaharmonie {Ger.},主和聲,德
9524,Toninsel {Ger.},音島,德
9525,tonique {Fr.},主音,法
9526,Tonischer Akkord {Ger.},主和弦,德
9527,Tonischer Dreiklang {Ger.},主三和弦,德
9528,tonitruone {It.},吊鐵,義
9529,Tonkünstler-Sozietät {Ger.},藝術家協會,德
9530,Tonleier {Ger.},音階,德
9531,Tonlücke {Ger.},音隙,德
9532,Tonmalerei {Ger.},音畫,德
9533,tono d'opera,歌劇音高,義
9534,tono intero {It.},全音,義
9535,tono maggiore {It.},大全音；大調,義
9536,tono minore {It.},小全音；小調,義
9537,tono Principale {It.},主調,義
9538,tono relativo {It.},關係調,義
9539,tono {It.},調；托諾歌,義
9540,Tonometer {Ger.},音高計,英˙德
9541,Tonphysiologie {Ger.},音響生理學,德
9542,Tonpsychologie {Ger.},音響心理學,德
9543,Tonreihe {Ger.},音列,德
9544,Tonsilben {Ger.},唱名,德
9545,Tonsystem {Ger.},律制；音體系,德
9546,Tontaubheit {Ger.},音痴；音盲,德
9547,Tonumfang {Ger.},音域,德
9548,tonus in directum {Lat.},直詠調,拉
9549,tonus mixtus {Lat.},混合調式,拉
9550,tonus {Lat.},全音；調式；朗誦調｛素歌｝,拉
9551,Tonuspsalmorum {Lat.},聖詠調；詩篇調,拉
9552,Tonverschmelzung {Ger.},音融合,德
9553,Tonvorstellung {Ger.},音表象,德
9554,Tonwort {Ger.},音字,德
9555,tonysytem,律制,英
9556,top plate,面板,英
9557,torbellino {Sp.},多爾貝利諾舞曲,西
9558,torch song,失戀歌,英
9559,tornada {Prov.},結尾反復歌｛遊唱詩樂｝,法
9560,tosto {It.},很快的；立刻的,義
9561,total serialism,全音列主義,英
9562,Totengesang {Ger.},輓歌,德
9563,totes Interval {Ger.},死音程,德
9564,touch,觸絃；觸鍵；觸鍵法；彈法｛吉他｝,英
9565,touche blanche {Fr.},白鍵,法
9566,Touche noire {Fr.},黑鍵,法
9567,touche {Fr.},指板,法
9568,touches brisées {Fr.},分割鍵,法
9569,Tourdion {Fr.},杜爾迪翁舞曲,法
9570,town piper,公聘管樂師,英
9571,toye,輕遊曲,英
9572,trachea {It.},氣管,義
9573,trachée-artère {Fr.},氣管,法
9574,track,音軌,英
9575,tracker,音軌,英
9576,tract {Fr.},詠唱,英˙法
9577,tractus {Lat.},詠唱,拉
9578,traditional jazz,傳統爵士樂,英
9579,trait {Fr.},詠唱,法
9580,traité de composition {Fr.},作曲法,法
9581,Traktus {Ger.},詠唱,德
9582,tranquillo {It.},平靜的；安靜的,義
9583,transcription {Fr.},譯譜；編曲；改編曲,英˙法
9584,transformation of theme,主題變化,英
9585,transient modulation,暫轉調,英
9586,transition,暫轉調；過門；過渡樂段,英
9587,transitional dominant,暫轉調屬和弦（絃）,英
9588,transitory chord,經過和弦（絃）,英
9589,transizione {It.},暫轉調；過門；過渡樂段,義
9590,Transkription {Ger.},譯譜；編曲；改編曲,德
9591,Transponieren {Ger.},移調,德
9592,Transponierende instrumente {Ger.},移調樂器,德
9593,Transponierung {Ger.},移調,德
9594,transportare {It.},移調,義
9595,transposer {Fr.},移調,英˙法
9596,transposing instrument,移調樂器,英
9597,transposing keyboard,移調鍵盤,英
9598,transposition of subject,主題移位,英
9599,transposition {Fr.},移調,英˙法
9600,transposizione {It.},移調,義
9601,transversale Schwingung {Ger.},橫向振動,德
9602,transverse flute,橫笛,英
9603,transverse vibration,橫向振動,英
9604,traps,效果樂器,英
9605,traquenard {Fr.},特拉庫納爾舞曲,法
9606,trascinando {It.},拖延的,義
9607,trascrizione {It.},譯譜；編曲；改編曲,義
9608,traste {Sp.},品；音格,西
9609,trattenuto {It.},延遲的,義
9610,tratto {It.},詠唱,義
9611,Trauer {Ger.},哀悼；悲哀,德
9612,Trauergesang {Ger.},輓歌,德
9613,Trauerlied {Ger.},輓歌,德
9614,Trauermarsch {Ger.},送葬進行曲,德
9615,träumend {Ger.},夢幻的,德
9616,traurig {Ger.},悲哀的,德
9617,traversiere {Fr.},橫笛,法
9618,traverso {It.},橫；橫笛,義
9619,tre corde {It.},三弦（絃）全響｛鋼琴｝；三弦（絃）奏,義
9620,tre parti {It.},三聲部,義
9621,tre voci {It.},三聲部,義
9622,tre {It.},三,義
9623,treble,高音部；高音樂器,英
9624,treble clef,高音譜號,英
9625,treble stave,高音譜表,英
9626,Treble viol,高音古提琴；高音維奧爾琴,英
9627,treble voice,高音聲部,英
9628,trecento music,十四世紀音樂,英
9629,tredicesima {It.},十三度,義
9630,treibend {Ger.},加快的,德
9631,treizième {Fr.},十三度,法
9632,tremando la voce {It.},抖聲,義
9633,tremante {It.},震音,義
9634,tremblant {Fr.},振動器,法
9635,tremblement {Fr.},顫音,法
9636,tremolando {It.},用震音｛義｝,義
9637,tremolieren {Ger.},用震音奏（唱）,德
9638,tremolo {It.},震音；輪指奏,義
9639,tremulant,振動器,英
9640,tremulieren {Ger.},用震音奏（唱）,德
9641,trenchmore,特倫奇摩舞曲,英
9642,trenmolando {It.},抖音,義
9643,Trent Codices,特林特抄本,法
9644,trepak,特雷帕克舞曲,俄
9645,triad,三和弦（絃）,英
9646,triad on leading note,導音三和弦,英
9647,triade diminuita {It.},減三和弦（絃）,義
9648,triade {It.},三和弦,義
9649,triadi secondarie,副三和弦,義
9650,Triangel {Ger.},三角鐵,德
9651,triangle {Fr.},三角鐵,英˙法
9652,triangolo {It.},三角鐵,義
9653,triángulo {Sp.},三角鐵,西
9654,tributary subject,附加主題,英
9655,tricinium {Lat.},三聲部曲,拉
9656,trill,顫音,英
9657,trill-key,顫音鍵,英
9658,trille {Fr.},顫音,法
9659,Triller {Ger.},顫音,德
9660,trillo caprino {It.},羊颤音,義
9661,trillo doppio {It.},雙顫音,義
9662,trillo {It.},顫音,義
9663,Trinklied {Ger.},飲酒歌,德
9664,trio per piano ed archi {It.},鋼琴三重奏；鋼琴三重奏曲,義
9665,trio pour piano et cordes {Fr.},鋼琴三重奏；鋼琴三重奏曲,法
9666,trio sonata,三重奏鳴曲,英
9667,trio {It.},三重奏；三重奏樂段；中段,義
9668,Triole {Ger.},三連音；三連音符,德
9669,triolet {Fr.},三連音；三連音符,法
9670,triomphal {Fr.},勝利的；凱旋的,法
9671,trionfale {It.},勝利的；凱旋的,義
9672,Tripelfuge {Ger.},三主題復格,德
9673,Tripelkonzert {Ger.},三重協奏曲,德
9674,Tripeltakt {Ger.},三拍子,德
9675,triple canon,三主題卡農,英
9676,triple chant,三式聖歌,英
9677,triple concerto,三重協奏曲,英
9678,triple counterpoint,三部對位,英
9679,triple figuration,三重音型法,英
9680,triple fugue {Fr.},三主題復格,英˙法
9681,triple meter,三拍子,英
9682,triple passing tone,三重經過音,英
9683,triple stop,三音奏(弦樂器),英
9684,triple time,三拍子,英
9685,triple tonguing,三吐吹法,英
9686,triple-croche {Fr.},三十二分音符,法
9687,triplet,三連音；三連音符,英
9688,triplo concerto {It.},三重協奏曲,義
9689,triplum {Lat.},第三聲部,拉
9690,trisagion {Gr.},三聖曲,希
9691,trishagion {Gr.},三聖曲,希
9692,Tristan-Akkord {Ger.},崔斯坦和弦,德
9693,triste {Sp.},特利斯特民謠；悲傷的,西
9694,triton {Fr.},三全音,法
9695,tritone,三全音,英
9696,tritono {It.},三全音,義
9697,Tritonus {Ger.},三全音,德
9698,tritonus {Lat.},三全音,拉
9699,tritus {Gr.},第三,希
9700,Trobador,遊唱詩人,普洛凡斯
9701,trois parties {Fr.},三聲部,法
9702,trois voix {Fr.},三聲部,法
9703,troisième renversement {Fr.},第三轉位,法
9704,tromba bassa {It.},低音小號,義
9705,tromba da tirarsi {It.},伸縮小號,義
9706,tromba marina {It.},海號獨弦琴,義
9707,tromba piccola {It.},小小號（巴赫小號）,義
9708,tromba spezzata {It.},長號,義
9709,tromba {It.},小號,義
9710,trombone à coulisse {Fr.},伸縮長號,法
9711,trombone à pistons {Fr.},活塞長號,法
9712,trombone a tiro {It.},伸縮長號,義
9713,trombone alto {Fr.},中音長號,法
9714,trombone basse {Fr.},低音長號,法
9715,trombone basso {It.},低音長號,義
9716,Trombone contrabasso {It.},倍低音長號,義
9717,trombone contralto {It.},中音長號,義
9718,Trombone contrebasse {Fr.},倍低音長號,法
9719,trombone ténor {Fr.},次中音長號,法
9720,trombone tenor-basse {Fr.},次中音－低音長號,法
9721,trombone tenor-basso {It.},次中音－低音長號,義
9722,trombone tenore,次中音長號,義
9723,trombone ventile,活塞長號,義
9724,trombone {Fr.}{It.},長號,英˙法˙義
9725,trombonino {It.},中音長號｛義｝,義
9726,Trommel {Ger.},鼓,德
9727,Trommelbass {Ger.},分離八度低音,德
9728,trompe de chasse {Fr.},獵號,法
9729,Trompete {Ger.},小號,德
9730,trompette à coulisse {Fr.},伸縮小號,法
9731,Trompette d'Aida {Fr.},阿依達小號,法
9732,trompette simple {Fr.},自然小號,法
9733,Trompette thébaine {Fr.},阿依達小號,法
9734,trompette {Fr.},小號,法
9735,tronca {It.},截斷的；斷的,義
9736,tronco {It.},截斷的；斷的,義
9737,tronçon {Fr.},片段,法
9738,Troparium {Lat.},插句歌集,拉
9739,trope,插句；填句(法),英
9740,Trope {Ger.},插句；填句(法),德
9741,Troper,插句歌集,英
9742,troppo {It.},過分,義
9743,Trotzig {Ger.},反抗的；固執的,德
9744,troubadour religious song,遊唱樂人宗教曲,英
9745,troubadour {Fr.},遊唱詩人｛法國南方｝,法
9746,troubadours {Fr.},遊唱樂人,法
9747,trouvère {Fr.},遊唱詩人｛法國北方｝,法
9748,"Trovatore,II",遊唱詩人,義
9749,trüb {Ger.},陰暗的；昏暗的；憂鬱的,德
9750,Trugschluss {Ger.},假終止,德
9751,trumpet,小號,英
9752,trumpet marine {It.},海號獨弦琴,義
9753,trumscheit {Fr.},海號獨弦琴,法
9754,trupus {Lat.},插句；填句(法),拉
9755,Ttriana {Sp.},特里阿納舞曲,西
9756,tuba {Fr.},低音號,英．法
9757,Tuba {Ger.},低音號,德
9758,tuba {It.},低音號,義
9759,tubo aperto {It.},開管,義
9760,tubo {It.},管,義
9761,tubular bells,管鐘,英
9762,tumba {Sp.},頓巴舞曲｛中美洲｝,西
9763,tumultuoso {It.},亂鬨的；騷動的,義
9764,tune,歌調,英
9765,tuner,調諧器；調音器,英
9766,tuning,調音,英
9767,tuning fork,音叉,英
9768,tuning peg,弦（絃）栓，琴軫,英
9769,tunon chorista {It.},歌隊音高,義
9770,tuorba {It.},大魯特琴,義
9771,turba {Lat.},眾唱段,拉
9772,turbae {Lat.},眾唱段,拉
9773,turkish crescent,塔架鈴｛土耳其｝,英
9774,turkish music,土耳其音樂,英
9775,Turmmusik {Ger.},塔樂,德
9776,Turn,迴音,英
9777,tutta forza {It.},全力,義
9778,tutte le corde {It.},全弦奏,義
9779,tutti {It.},總奏,義
9780,tuyau à anche {Fr.},簧管,法
9781,tuyau à bouche {Fr.},直笛音管,法
9782,tuyau ouvert {Fr.},開管,法
9783,tuyau {Fr.},管,法
9784,twelfth,十二度,英
9785,twelve-bar rhythm,十二小節樂句,英
9786,twelve-bar sentence,十二小節樂句,英
9787,twelve-note composition,十二音作品,英
9788,Twelve-notes scale,十二音音階,英
9789,twelve-part canon,十二部卡農,英
9790,twelve-tone music,十二音音樂,英
9791,twelve-tone system,十二音制,英
9792,twelve-tone technique,十二音技巧,英
9793,twice accented octave,二點八度｛音域｝,英
9794,twig brush,條刷,英
9795,twist,扭扭舞,英
9796,two beat,二拍節奏,英
9797,two lined octave,二點八度｛音域｝,英
9798,two notes to one,二對一｛對位｝,英
9799,two parts,二聲部,英
9800,two to three suspension,二三掛留音,英
9801,two voices,二聲部,英
9802,two-bar motive,二小節動機,英
9803,Two-four meter [time],二四拍子,英
9804,two-movement form,二樂章形式,英
9805,two-part canon,二部卡農,英
9806,two-part counterpoint,二部對位,英
9807,two-part form,二段式,英
9808,two-part fugue,二部復格,英
9809,two-part harmony,二部和聲,英
9810,two-part song form,二段歌謠形式,英
9811,two-step,二步舞,英
9812,two-two meter,二二拍子,英
9813,two-two time,二二拍子,英
9814,tympanon {Fr.},揚琴,法
9815,typical cyclic form,標準連章形式,英
9816,typical form,標準形式,英
9817,typical motive,特性動機,英
9818,typologie {Fr.},類型學,法
9819,Typologie {Ger.},類型學,德
9820,typology,類型學,英
9821,Typophon {Ger.},音叉琴,德
9822,typophone {Fr.},音叉琴,法
9823,Tyrolienne {Fr.},提洛爾舞曲,法
9824,Überblasen {Ger.},超吹,德
9825,Übergang {Ger.},過渡樂句；過門,德
9826,Übergangsform {Ger.},折衷形式,德
9827,Übergangsharmonie{Ger.},經過性和弦｛轉調｝,德
9828,Überleitung {Ger.},連接句,德
9829,übermässige Prime {Ger.},增一度,德
9830,übermässige Quarte {Ger.},增四度,德
9831,übermässige Quinte {Ger.},增五度,德
9832,übermässige Quintsextakkord {Ger.},增六五和弦,德
9833,übermässige Sekunde {Ger.},增二度,德
9834,übermässige Septime {Ger.},增七度,德
9835,übermässige Sexte {Ger.},增六度,德
9836,übermässige Terz {Ger.},增三度,德
9837,übermässiger Akkord {Ger.},增和弦,德
9838,übermässiges Intervall {Ger.},增音程,德
9839,Ud (Oud),烏德琴,英
9840,Udizione,聽覺,義
9841,Ugav(b) {Heb.},烏加布,希伯來
9842,uillean pipes,愛爾蘭風笛,英
9843,uilleann pipe,聯式風笛,英
9844,ukulele,小吉他｛夏威夷｝,英
9845,ulce melos {Lat.},揚琴,拉
9846,Ultraschall {Ger.},超音波,德
9847,ultrason {Fr.},超音波,法
9848,ultrasonic wave,超音波,英
9849,ultrasonics,超音波,英
9850,ultrasuono {It.},超音波,義
9851,Umdeutungsakkord {Ger.},共通和弦（絃）；樞紐和弦（絃）；中介和弦（絃）,德
9852,Umfang ( des Tonsystems ) {Ger.},音域,德
9853,Umgekehrter Akkord {Ger.},轉位和弦,德
9854,Umkehrbarer Kontrapunkt {Ger.},轉位對位,德
9855,Umkehrung {Ger.},轉位；反向,德
9856,Umkehrungsfuge {Ger.},轉位復格,德
9857,Umkehrungskanon {Ger.},轉位卡農,德
9858,umoresca {It.},幽默曲,義
9859,un pochettino {It.},很少一點,義
9860,un poco {It.},稍微；一點點,義
9861,una corda {It.},使用弱音踏瓣；單弦（絃）奏,義
9862,unaccented auxiliary note,弱助音,英
9863,unaccented bar,弱小節,英
9864,unaccented octave,小字八度｛音域｝,英
9865,unaccented passing note,弱經過音,英
9866,unaccompanied,無伴奏,英
9867,Unbestimmte Musik {Ger.},不確定性音樂,德
9868,undecimole {It.},十一連音；十一連音符,義
9869,undecuplet,十一連音；十一連音符,英
9870,Undezime {Ger.},十一度,德
9871,Undezimenakkord {Ger.},十一和弦（絃）,德
9872,undicesima {It.},十一度,義
9873,unechoic room,無響室,英
9874,Unendliche Melodie {Ger.},無止盡旋律,德
9875,unequal actave,不均等八度,英
9876,unequal temperament,不等分平均律,英
9877,unequal tempered scale,不平均律音階,英
9878,unessential discord,次要不協和和絃,英
9879,unessential note,次要音,英
9880,uneven meter [time],奇數拍子,英
9881,unfigured bass,無數字低音,英
9882,ungaresca {It.},匈牙利風格,義
9883,Ungarische Tänze {Ger.},匈牙利舞曲,德
9884,Ungarische Tonleiter {Ger.},匈牙利音階,德
9885,Ungeduldig {Ger.},不耐煩的,德
9886,ungerade Taktart {Ger.},奇數拍子,德
9887,ungerader Takt {Ger.},奇數拍子,德
9888,Ungezwqungen {Ger.},不拘束的,德
9889,Ungezwungen {Ger.},自然音的,德
9890,Ungleicher Kontrapunkt {Ger.},不等值對位法,德
9891,Ungleichschwebende Temperatur {Ger.},不平均律,德
9892,unheimlich {Ger.},陰森的,德
9893,union pipes,愛爾蘭風笛,英
9894,unione {It.},聯結器,義
9895,unison,同度；齊奏；齊唱,英
9896,unison passage,齊奏段；齊唱段,
9897,Unisono {Ger.},同度；齊奏；齊唱,德
9898,unisono {It.},同度；齊奏；齊唱,義
9899,unisonus {Lat.},同度；齊奏；齊唱,拉
9900,unisson augmentée {Fr.},增一度,法
9901,unisson {Fr.},同度；齊奏；齊唱,法
9902,unit organ,單套風琴,英
9903,uniti {It.},合奏,義
9904,unity,統一,英
9905,Unmerklich {Ger.},不顯著的,德
9906,unpitched sound,非固定音,英
9907,unprepared suspension,無預備掛留音,英
9908,unrelated key,非關係調,英
9909,unruhig {Ger.},不平靜的；不安定的；急躁的,德
9910,Unschuldig {Ger.},天真的；純潔的,德
9911,Unterdominante {Ger.},下屬音,德
9912,Untermediantakkord {Ger.},下中音和弦,德
9913,Untermediante {Ger.},下中音,德
9914,Unterschiedschwelle {Ger.},差異臨限,德
9915,Untertaste {Ger.},白鍵,德
9916,unusual tuning,特殊調音法,英
9917,Unverziert {Ger.},不修飾的,德
9918,unvollkommene konsonantes Intervall {Ger.},不完全協和音程,德
9919,unvollkommene Konsonanz {Ger.},不完全協和；不完全協和音,德
9920,unvollkommener Akkord {Ger.},不完全和弦,德
9921,unvollkommener Schluss {Ger.},不完全終止,德
9922,up-beat,上拍,英
9923,up-bow,上弓,英
9924,up-stroke,上弓,英
9925,upbeat {Eng.},弱起拍,英
9926,upper auxiliary note,上助音,英
9927,upper chest breathing,上胸部呼吸,英
9928,upper mordent,上漣音,英
9929,upper part,上聲部,英
9930,upper partial tones,高泛音,英
9931,upper three parts,上三聲部,英
9932,upper three voices,上三聲部,英
9933,upper voice,上聲部,英
9934,upright piano,立式鋼琴,英
9935,upward suspension,上行掛留音,英
9936,Urtext-Ausgabe {Ger.},原典版,德
9937,urucungu {Por.},弓琴,葡
9938,usmic education,音樂教育,英
9939,Ut dièse {Fr.},升Ｃ音,法
9940,utility music,實用音樂,英
9941,Uvula {Ger.},口蓋垂；懸雍垂,英
9942,v.s. {It.},立即翻頁,義
9943,vacillando {It.},搖動的,義
9944,vagans {Lat.},第五聲部,拉
9945,vago {It.},含糊的；美麗的,義
9946,valeur de la nota {Fr.},音值,法
9947,Valiha,瓦利哈琴（馬達加斯加）,馬達加斯加
9948,valore della nota {It.},音值,義
9949,vals {Sp.},華爾茲舞曲；圓舞曲,西
9950,valse brillante {Fr.},華麗圓舞曲,法
9951,valse tempo,華爾茲舞曲速度,英
